Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Mercedes,C-Class,2016,4.9,Hybrid,Automatic,139584,4,4,14278
Volkswagen,Tiguan,2022,3.6,Hybrid,Automatic,139584,4,2,13407
Toyota,RAV4,2012,1.4,Electric,Manual,139584,2,3,5349
Hyundai,Sonata,2017,4.8,Petrol,Automatic,139584,3,3,10278
Mercedes,GLA,2021,4.2,Electric,Manual,139584,2,4,16383
Audi,A3,2014,2.1,Electric,Semi-Automatic,139584,5,2,8087
Audi,A4,2011,1.6,Diesel,Semi-Automatic,139584,4,1,8061
BMW,X5,2015,3.7,Petrol,Automatic,139584,4,4,12008
Hyundai,Elantra,2017,1.6,Diesel,Automatic,139584,3,3,11526
Mercedes,E-Class,2023,3.1,Electric,Manual,139584,5,3,15466
Chevrolet,Malibu,2008,1.5,Hybrid,Automatic,139584,4,3,8866
Audi,A3,2001,3.5,Diesel,Automatic,139584,2,5,6572
Toyota,RAV4,2020,1.8,Diesel,Automatic,139584,5,1,8917
Ford,Fiesta,2019,3.5,Electric,Semi-Automatic,139584,2,4,12772
Honda,Civic,2022,4.6,Electric,Manual,139584,5,3,11334
Kia,Optima,2003,2.2,Diesel,Semi-Automatic,139584,3,1,4533
Kia,Optima,2007,2.7,Hybrid,Automatic,139584,5,5,8568
Volkswagen,Golf,2013,1.6,Petrol,Semi-Automatic,139584,4,3,8093
Audi,A4,2015,1.1,Diesel,Semi-Automatic,139584,2,2,7131
Ford,Fiesta,2016,1.7,Petrol,Manual,139584,2,4,5779
Mercedes,GLA,2002,3.8,Petrol,Automatic,139584,2,5,8728
Honda,Accord,2021,4.4,Electric,Semi-Automatic,139584,2,5,13962
Toyota,RAV4,2000,2.6,Petrol,Automatic,139584,3,2,5654
Toyota,Corolla,2010,2.5,Diesel,Semi-Automatic,139584,3,3,4593
Mercedes,GLA,2010,2.3,Electric,Manual,139584,5,5,9612
Mercedes,GLA,2011,4,Electric,Automatic,139584,4,5,12606
Honda,Accord,2001,2.4,Hybrid,Automatic,139584,5,4,7823
Hyundai,Sonata,2011,1.5,Diesel,Semi-Automatic,139584,4,5,6114
Mercedes,C-Class,2003,2.4,Hybrid,Manual,139584,5,2,4701
Chevrolet,Impala,2017,2.5,Petrol,Automatic,139584,2,4,11767
Audi,A3,2017,4.2,Petrol,Automatic,139584,4,3,11586
Mercedes,E-Class,2007,3.8,Diesel,Manual,139584,4,5,7334
Chevrolet,Malibu,2017,3.5,Diesel,Manual,139584,2,4,8643
Ford,Focus,2011,2.4,Electric,Semi-Automatic,139584,2,5,7065
Ford,Explorer,2010,4.6,Diesel,Manual,139584,5,5,10695
Toyota,Corolla,2001,2.4,Electric,Manual,139584,2,5,5626
Kia,Rio,2022,4.1,Diesel,Manual,139584,4,5,11967
Honda,Accord,2004,1.2,Diesel,Automatic,139584,2,5,5415
Ford,Focus,2002,1.2,Electric,Manual,139584,5,4,5536
Hyundai,Tucson,2008,3.1,Petrol,Manual,139584,3,4,3771
Volkswagen,Passat,2016,4.6,Diesel,Semi-Automatic,139584,3,1,12537
Audi,A3,2008,2.6,Diesel,Manual,139584,2,1,3644
Volkswagen,Golf,2023,3.7,Diesel,Manual,139584,2,2,11182
Chevrolet,Impala,2016,1.7,Electric,Manual,139584,3,2,6898
Ford,Focus,2021,4.9,Electric,Manual,139584,3,1,12179
Chevrolet,Malibu,2004,4.6,Diesel,Semi-Automatic,139584,3,2,9189
Honda,CR-V,2008,4,Electric,Manual,139584,5,5,7745
Ford,Explorer,2001,3.8,Petrol,Manual,139584,4,4,5371
Hyundai,Tucson,2003,2.1,Petrol,Manual,139584,2,2,3539
Volkswagen,Tiguan,2011,4.1,Hybrid,Manual,139584,3,5,10188
Hyundai,Tucson,2019,4.5,Hybrid,Automatic,139584,5,1,11578
Audi,Q5,2021,1.4,Hybrid,Manual,139584,3,4,7584
BMW,3 Series,2015,2.6,Petrol,Automatic,139584,5,5,10434
Audi,A3,2014,4.4,Electric,Manual,139584,5,4,12626
Toyota,Corolla,2020,1.8,Electric,Automatic,139584,2,1,13748
Chevrolet,Equinox,2021,1,Petrol,Semi-Automatic,139584,4,3,6123
Hyundai,Elantra,2016,3.1,Petrol,Automatic,139584,5,3,11992
Kia,Rio,2009,2.2,Diesel,Manual,139584,2,1,7054
BMW,5 Series,2015,3.3,Electric,Manual,139584,4,2,11409
Honda,Accord,2018,1.1,Petrol,Automatic,139584,5,4,6913
Chevrolet,Equinox,2017,4.1,Electric,Manual,139584,3,1,9328
Hyundai,Tucson,2013,1.3,Hybrid,Manual,139584,4,3,7625
Ford,Focus,2023,2.2,Electric,Semi-Automatic,139584,2,2,9764
Ford,Fiesta,2010,4.6,Electric,Semi-Automatic,139584,5,4,8108
Hyundai,Sonata,2006,4.3,Hybrid,Automatic,139584,2,2,7601
Audi,Q5,2015,2.7,Electric,Automatic,139584,3,3,13613
Ford,Fiesta,2006,2.9,Diesel,Semi-Automatic,139584,4,3,4644
Hyundai,Elantra,2011,4.5,Hybrid,Semi-Automatic,139584,3,2,12302
Ford,Fiesta,2021,4.5,Diesel,Manual,139584,4,2,12945
Hyundai,Sonata,2003,4.8,Diesel,Semi-Automatic,139584,3,3,7108
Hyundai,Tucson,2018,2.8,Hybrid,Manual,139584,3,2,7434
Honda,CR-V,2015,4.3,Electric,Semi-Automatic,139584,2,1,12700
Honda,Accord,2021,1,Electric,Manual,139584,5,5,8873
Audi,A3,2023,3.1,Diesel,Automatic,139584,3,1,10419
Hyundai,Elantra,2022,4.5,Diesel,Semi-Automatic,139584,2,2,10127
Mercedes,E-Class,2022,2.2,Hybrid,Manual,139584,3,4,11499
Kia,Rio,2017,2.5,Electric,Semi-Automatic,139584,4,4,9189
Ford,Explorer,2000,3.7,Petrol,Automatic,139584,2,2,4349
Kia,Optima,2019,2.3,Electric,Semi-Automatic,139584,5,3,13515
Audi,A3,2009,2.4,Hybrid,Manual,139584,4,2,9841
Volkswagen,Passat,2016,4.2,Diesel,Manual,139584,2,4,8705
Audi,Q5,2022,3.5,Electric,Automatic,139584,3,2,14420
Chevrolet,Malibu,2003,2.3,Petrol,Automatic,139584,4,3,6146
Hyundai,Sonata,2007,2.7,Petrol,Automatic,139584,2,2,9816
Volkswagen,Tiguan,2019,4.9,Petrol,Manual,139584,2,5,10151
Audi,Q5,2008,4.2,Hybrid,Automatic,139584,4,4,12724
Mercedes,C-Class,2023,2.6,Hybrid,Automatic,139584,5,4,10865
Ford,Explorer,2015,1.4,Hybrid,Semi-Automatic,139584,2,1,10529
Toyota,Corolla,2023,1.6,Hybrid,Automatic,139584,2,1,11304
Mercedes,GLA,2008,3,Hybrid,Manual,139584,3,3,8064
Hyundai,Tucson,2001,4.9,Diesel,Automatic,139584,5,3,7438
Toyota,Corolla,2013,1.6,Hybrid,Manual,139584,5,2,4659
Toyota,RAV4,2017,1.9,Hybrid,Automatic,139584,5,3,11250
Hyundai,Elantra,2015,3.8,Petrol,Semi-Automatic,139584,2,5,8169
Volkswagen,Golf,2014,4.2,Electric,Semi-Automatic,139584,2,1,8731
Toyota,Camry,2018,4.4,Diesel,Manual,139584,5,1,11606
Toyota,RAV4,2022,4.6,Hybrid,Manual,139584,2,2,13442
Chevrolet,Malibu,2001,3.2,Diesel,Automatic,139584,2,2,4137
Chevrolet,Equinox,2013,4.6,Electric,Automatic,139584,3,2,12471
Chevrolet,Malibu,2019,2.1,Hybrid,Automatic,139584,2,4,13779
Volkswagen,Tiguan,2023,1,Petrol,Automatic,139584,4,2,11337
Audi,A3,2023,2.8,Diesel,Manual,139584,5,3,9562
Kia,Sportage,2010,3.6,Diesel,Automatic,139584,4,3,8883
Ford,Explorer,2021,3.6,Petrol,Manual,139584,2,1,13017
Ford,Fiesta,2022,3.6,Petrol,Manual,139584,4,3,8599
Audi,A4,2009,3.7,Diesel,Semi-Automatic,139584,5,4,6417
Honda,CR-V,2011,4,Hybrid,Semi-Automatic,139584,5,1,9437
BMW,X5,2021,3.3,Hybrid,Automatic,139584,4,4,15224
Mercedes,E-Class,2004,4.3,Hybrid,Semi-Automatic,139584,4,1,10570
Ford,Fiesta,2018,4.1,Diesel,Automatic,139584,4,2,10095
Honda,Civic,2000,3.8,Hybrid,Semi-Automatic,139584,2,3,4928
Volkswagen,Golf,2014,1.9,Hybrid,Manual,139584,2,4,11027
Mercedes,C-Class,2009,2.7,Diesel,Manual,139584,4,5,5692
Audi,Q5,2020,1.4,Electric,Semi-Automatic,139584,4,2,13041
Audi,A3,2014,2.9,Hybrid,Automatic,139584,3,5,11707
Mercedes,E-Class,2008,2.4,Diesel,Manual,139584,5,3,2956
Mercedes,E-Class,2022,1.5,Diesel,Manual,139584,4,3,8851
Mercedes,E-Class,2014,4.6,Electric,Semi-Automatic,139584,3,1,11551
BMW,X5,2023,2,Diesel,Automatic,139584,3,1,11147
Hyundai,Tucson,2002,1.2,Diesel,Manual,139584,3,5,3191
Ford,Fiesta,2010,4.3,Petrol,Semi-Automatic,139584,2,4,6137
Chevrolet,Impala,2007,1.6,Diesel,Automatic,139584,3,3,9135
Chevrolet,Equinox,2017,4.9,Electric,Semi-Automatic,139584,4,1,11295
Audi,A3,2004,1.7,Hybrid,Semi-Automatic,139584,2,4,5263
Volkswagen,Passat,2006,2.6,Electric,Semi-Automatic,139584,5,3,6383
Kia,Sportage,2001,3.2,Electric,Manual,139584,2,2,6456
BMW,3 Series,2005,1.2,Electric,Automatic,139584,2,3,6963
Kia,Rio,2000,3.6,Electric,Automatic,139584,5,5,6558
Ford,Fiesta,2017,4.6,Electric,Automatic,139584,3,4,12299
Kia,Optima,2020,4,Diesel,Automatic,139584,2,4,12573
BMW,3 Series,2014,2.7,Electric,Automatic,139584,2,5,11891
Hyundai,Tucson,2011,1.4,Petrol,Semi-Automatic,139584,3,5,5461
BMW,5 Series,2021,2.7,Hybrid,Automatic,139584,4,2,10974
Volkswagen,Golf,2018,2.9,Hybrid,Manual,139584,5,2,13002
Honda,CR-V,2008,2.3,Hybrid,Automatic,139584,3,3,9297
Audi,Q5,2001,4.2,Petrol,Manual,139584,5,2,5398
Toyota,RAV4,2017,2.6,Electric,Automatic,139584,4,5,12948
Kia,Sportage,2005,1,Diesel,Semi-Automatic,139584,3,1,5939
BMW,3 Series,2021,4.9,Diesel,Automatic,139584,3,3,14660
Hyundai,Elantra,2003,1.8,Petrol,Automatic,139584,4,2,5251
Ford,Explorer,2010,4.5,Petrol,Semi-Automatic,139584,3,1,10593
Kia,Rio,2016,2,Diesel,Semi-Automatic,139584,4,4,6205
Chevrolet,Impala,2009,1.9,Electric,Manual,139584,3,2,5239
Ford,Fiesta,2020,3.3,Hybrid,Semi-Automatic,139584,4,5,10337
Hyundai,Sonata,2002,4.1,Hybrid,Manual,139584,4,3,7351
Hyundai,Elantra,2005,2.5,Hybrid,Automatic,139584,5,1,7088
Volkswagen,Tiguan,2008,1.1,Electric,Semi-Automatic,139584,3,3,7813
Honda,Civic,2004,3.6,Hybrid,Automatic,139584,4,5,6239
Hyundai,Elantra,2014,1.3,Diesel,Automatic,139584,2,3,8699
Hyundai,Elantra,2006,4.2,Diesel,Semi-Automatic,139584,3,4,9979
Toyota,Corolla,2014,4.8,Petrol,Automatic,139584,4,1,10917
Mercedes,C-Class,2005,1.3,Diesel,Automatic,139584,3,3,3709
Hyundai,Elantra,2015,2.1,Diesel,Manual,139584,2,2,5049
Audi,Q5,2020,1.3,Hybrid,Automatic,139584,2,2,11890
Chevrolet,Equinox,2001,2.2,Diesel,Semi-Automatic,139584,2,4,5236
Chevrolet,Equinox,2018,4.1,Petrol,Manual,139584,4,2,10577
Hyundai,Elantra,2002,3.3,Hybrid,Semi-Automatic,139584,5,4,5811
Mercedes,C-Class,2008,3.9,Electric,Semi-Automatic,139584,3,5,6752
Kia,Optima,2016,3.6,Electric,Semi-Automatic,139584,3,2,12402
BMW,5 Series,2007,1.8,Diesel,Manual,139584,4,1,6904
Audi,Q5,2014,4.3,Electric,Automatic,139584,4,5,11474
Toyota,Camry,2022,2.3,Hybrid,Manual,139584,2,2,8553
Mercedes,E-Class,2010,2.7,Diesel,Semi-Automatic,139584,3,1,6844
Volkswagen,Tiguan,2023,1,Hybrid,Automatic,139584,4,2,11770
BMW,5 Series,2021,4.8,Diesel,Semi-Automatic,139584,4,2,9951
Kia,Optima,2009,3,Diesel,Semi-Automatic,139584,5,1,5189
Kia,Sportage,2006,2.1,Hybrid,Manual,139584,2,5,4613
Mercedes,GLA,2004,1.5,Electric,Manual,139584,2,1,8254
Kia,Optima,2015,1.1,Petrol,Semi-Automatic,139584,5,4,7513
Ford,Explorer,2000,1.4,Electric,Semi-Automatic,139584,5,1,2000
Volkswagen,Tiguan,2014,2.2,Hybrid,Manual,139584,4,1,9239
Ford,Fiesta,2021,3.5,Electric,Manual,139584,2,5,11088
Hyundai,Elantra,2011,2.9,Diesel,Automatic,139584,2,4,9204
Chevrolet,Impala,2007,2,Electric,Semi-Automatic,139584,3,3,8010
Ford,Explorer,2013,3.9,Electric,Automatic,139584,4,5,14665
BMW,X5,2014,3.6,Diesel,Manual,139584,2,5,8034
Audi,A4,2019,4.1,Diesel,Semi-Automatic,139584,5,5,10267
Volkswagen,Passat,2007,1.6,Petrol,Automatic,139584,2,1,7533
Volkswagen,Tiguan,2017,4,Petrol,Automatic,139584,2,2,10102
Honda,Civic,2004,1.8,Petrol,Automatic,139584,3,2,6205
Chevrolet,Impala,2004,1.2,Electric,Semi-Automatic,139584,5,1,5857
Ford,Focus,2005,4.3,Diesel,Automatic,139584,3,1,7808
Chevrolet,Impala,2023,1.6,Diesel,Automatic,139584,2,4,11859
Chevrolet,Malibu,2002,2.2,Hybrid,Automatic,139584,5,3,8370
Chevrolet,Impala,2003,1.6,Hybrid,Manual,139584,2,1,5177
Toyota,Camry,2004,4.4,Diesel,Semi-Automatic,139584,4,5,6950
Volkswagen,Passat,2006,1.9,Diesel,Semi-Automatic,139584,4,1,4006
Hyundai,Sonata,2018,4.2,Petrol,Automatic,139584,3,3,14048
Audi,A4,2013,2,Diesel,Manual,139584,2,3,8854
Ford,Focus,2006,4,Diesel,Automatic,139584,5,2,10882
Hyundai,Sonata,2015,3.1,Petrol,Semi-Automatic,139584,4,3,7628
Kia,Sportage,2009,2.1,Electric,Semi-Automatic,139584,3,4,8069
Toyota,Camry,2004,2.6,Hybrid,Manual,139584,4,3,3454
Hyundai,Elantra,2012,1,Diesel,Manual,139584,3,4,4556
Volkswagen,Tiguan,2015,4.6,Hybrid,Automatic,139584,5,5,13364
Volkswagen,Passat,2017,1.1,Electric,Semi-Automatic,139584,2,5,6609
Honda,CR-V,2016,4.9,Electric,Automatic,139584,4,1,14923
Toyota,Camry,2020,4.6,Petrol,Automatic,139584,2,4,12513
Mercedes,C-Class,2017,2,Diesel,Semi-Automatic,139584,3,3,10985
Ford,Focus,2014,3.6,Petrol,Manual,139584,5,1,9070
Volkswagen,Golf,2010,2.4,Electric,Semi-Automatic,139584,4,1,5679
Toyota,Camry,2003,2.9,Petrol,Semi-Automatic,139584,4,4,4250
Ford,Fiesta,2022,1.7,Diesel,Automatic,139584,5,4,11287
Honda,Civic,2023,2.9,Diesel,Semi-Automatic,139584,3,3,9704
Mercedes,E-Class,2021,4.5,Electric,Manual,139584,4,1,13574
Honda,Civic,2014,3.6,Hybrid,Automatic,139584,5,2,11504
Mercedes,E-Class,2008,2.4,Diesel,Automatic,139584,5,5,10189
Audi,A3,2023,2.9,Petrol,Semi-Automatic,139584,3,4,11572
Audi,A3,2021,2,Electric,Manual,139584,4,2,10535
Chevrolet,Impala,2000,2.5,Petrol,Manual,139584,3,4,2113
Ford,Focus,2019,2.2,Electric,Manual,139584,4,1,12339
Audi,A3,2018,2.4,Hybrid,Automatic,139584,3,4,9810
Toyota,Corolla,2005,1,Electric,Manual,139584,2,4,4259
Honda,CR-V,2001,2,Petrol,Automatic,139584,5,5,5567
Honda,Accord,2001,4.6,Petrol,Manual,139584,2,1,3360
Hyundai,Elantra,2016,3.5,Electric,Semi-Automatic,139584,3,3,9406
Volkswagen,Golf,2002,4.8,Petrol,Semi-Automatic,139584,5,3,4814
Hyundai,Tucson,2021,1.1,Hybrid,Semi-Automatic,139584,5,5,7471
Honda,CR-V,2016,4.3,Petrol,Semi-Automatic,139584,2,2,7204
Hyundai,Tucson,2003,4,Electric,Semi-Automatic,139584,4,3,5716
Ford,Fiesta,2022,1.9,Hybrid,Manual,139584,5,1,13474
Honda,Accord,2003,2.3,Petrol,Semi-Automatic,139584,4,2,4886
Audi,Q5,2012,2.5,Diesel,Manual,139584,2,4,4847
Honda,Civic,2016,1.5,Electric,Semi-Automatic,139584,5,1,12275
Mercedes,E-Class,2020,3.6,Diesel,Automatic,139584,3,5,14609
Mercedes,C-Class,2018,1.2,Diesel,Automatic,139584,3,4,7459
Chevrolet,Malibu,2005,1.3,Petrol,Semi-Automatic,139584,5,5,4923
Chevrolet,Malibu,2000,2,Diesel,Manual,139584,4,4,3063
Audi,A4,2001,3.5,Hybrid,Manual,139584,4,2,3866
Kia,Rio,2022,3.2,Electric,Automatic,139584,2,4,13256
Mercedes,C-Class,2021,1.4,Electric,Automatic,139584,5,4,12766
Chevrolet,Malibu,2010,3.8,Diesel,Manual,139584,2,2,7962
Kia,Optima,2019,1.3,Electric,Manual,139584,3,4,8906
Ford,Focus,2010,2.4,Hybrid,Automatic,139584,2,5,9476
Honda,Civic,2006,3.9,Diesel,Semi-Automatic,139584,2,3,5500
Ford,Fiesta,2008,3.6,Hybrid,Manual,139584,5,2,7523
Volkswagen,Golf,2020,3.3,Electric,Automatic,139584,4,2,14988
Audi,A4,2001,2,Electric,Semi-Automatic,139584,2,5,5511
Chevrolet,Impala,2010,4.6,Petrol,Manual,139584,4,2,10514
Mercedes,C-Class,2017,4.6,Petrol,Automatic,139584,4,1,10632
Ford,Explorer,2002,3.6,Diesel,Semi-Automatic,139584,5,4,7165
Volkswagen,Tiguan,2003,2.8,Electric,Automatic,139584,4,2,7270
Toyota,Camry,2022,4.1,Electric,Semi-Automatic,139584,4,4,12286
Honda,Accord,2012,1.8,Electric,Automatic,139584,4,5,7657
Audi,A4,2019,4.5,Petrol,Automatic,139584,3,5,10903
Hyundai,Elantra,2011,4,Petrol,Manual,139584,5,4,7830
Kia,Rio,2002,2.6,Hybrid,Semi-Automatic,139584,2,1,3904
Hyundai,Sonata,2006,4.6,Petrol,Manual,139584,5,2,8509
Volkswagen,Golf,2008,2,Hybrid,Manual,139584,2,2,8871
Toyota,Corolla,2002,1.2,Petrol,Automatic,139584,5,5,4425
BMW,X5,2000,3.8,Diesel,Automatic,139584,4,4,9023
Toyota,Corolla,2002,2.8,Electric,Automatic,139584,4,4,6764
Chevrolet,Malibu,2001,4.3,Electric,Manual,139584,5,5,6661
Toyota,Camry,2005,2.7,Petrol,Manual,139584,2,2,5808
Volkswagen,Passat,2017,4.8,Hybrid,Semi-Automatic,139584,5,5,11257
Chevrolet,Impala,2020,4.6,Electric,Automatic,139584,5,5,15591
Audi,Q5,2023,2.2,Diesel,Automatic,139584,5,2,12210
Chevrolet,Impala,2001,2.7,Hybrid,Automatic,139584,3,5,3748
Ford,Explorer,2016,1.2,Hybrid,Semi-Automatic,139584,2,3,10986
Chevrolet,Equinox,2006,1.3,Petrol,Automatic,139584,5,1,3170
Mercedes,E-Class,2018,3.4,Electric,Automatic,139584,3,2,11886
BMW,3 Series,2016,3.1,Diesel,Automatic,139584,2,2,12304
Mercedes,E-Class,2014,2.9,Diesel,Manual,139584,3,5,9091
BMW,X5,2005,3.7,Petrol,Semi-Automatic,139584,2,3,6983
Ford,Focus,2006,1.8,Petrol,Automatic,139584,5,5,3381
Mercedes,E-Class,2014,4.5,Hybrid,Manual,139584,4,3,10549
Mercedes,GLA,2018,4.1,Electric,Automatic,139584,4,2,13366
BMW,3 Series,2018,4.9,Petrol,Automatic,139584,5,5,13365
Audi,A4,2015,3.8,Diesel,Manual,139584,4,2,7519
BMW,5 Series,2003,3.7,Petrol,Semi-Automatic,139584,5,1,5723
BMW,3 Series,2020,4.1,Electric,Manual,139584,4,2,16037
Audi,A4,2022,1.4,Hybrid,Semi-Automatic,139584,2,4,8452
Volkswagen,Passat,2017,3.7,Electric,Manual,139584,2,3,13170
Audi,A4,2005,4.2,Hybrid,Manual,139584,4,3,8461
Toyota,RAV4,2018,4.8,Petrol,Semi-Automatic,139584,4,3,13127
Hyundai,Sonata,2011,3.1,Diesel,Manual,139584,5,3,7851
Honda,Accord,2021,3.5,Diesel,Automatic,139584,5,5,10505
Hyundai,Elantra,2003,2.7,Diesel,Manual,139584,2,5,4690
Kia,Optima,2016,2.2,Diesel,Semi-Automatic,139584,2,2,5345
Honda,Civic,2003,2.9,Electric,Manual,139584,4,1,9254
Kia,Sportage,2007,4.6,Hybrid,Automatic,139584,5,3,11561
Chevrolet,Impala,2005,4.6,Diesel,Automatic,139584,5,3,10365
Ford,Explorer,2005,4.1,Hybrid,Manual,139584,5,1,8989
Ford,Explorer,2019,1,Electric,Manual,139584,3,3,12126
Honda,CR-V,2016,1,Diesel,Manual,139584,5,5,6842
Mercedes,E-Class,2004,3.6,Hybrid,Automatic,139584,5,3,11343
Mercedes,C-Class,2010,2,Hybrid,Automatic,139584,5,1,7359
BMW,5 Series,2009,1.2,Petrol,Manual,139584,4,2,4680
Kia,Optima,2012,4.5,Diesel,Semi-Automatic,139584,4,3,9946
Hyundai,Elantra,2001,1,Petrol,Semi-Automatic,139584,4,3,5308
Honda,Accord,2021,1.9,Petrol,Manual,139584,2,1,11709
Volkswagen,Golf,2016,4.5,Electric,Automatic,139584,5,4,13301
Ford,Fiesta,2023,4.8,Hybrid,Semi-Automatic,139584,5,4,12606
Kia,Sportage,2022,1.3,Hybrid,Semi-Automatic,139584,2,4,8217
BMW,5 Series,2021,3.6,Petrol,Manual,139584,5,1,10579
Volkswagen,Tiguan,2001,5,Hybrid,Semi-Automatic,139584,3,3,5283
Volkswagen,Passat,2000,4.5,Petrol,Manual,139584,3,3,5011
Audi,A3,2012,4.3,Diesel,Manual,139584,5,2,11518
BMW,5 Series,2017,1.3,Hybrid,Semi-Automatic,139584,5,3,11467
Hyundai,Sonata,2016,2.8,Petrol,Semi-Automatic,139584,2,5,5992
Volkswagen,Golf,2016,2.1,Petrol,Semi-Automatic,139584,2,4,10883
Toyota,RAV4,2007,3.7,Electric,Manual,139584,5,1,5938
Ford,Explorer,2021,4.1,Hybrid,Automatic,139584,4,1,15528
Honda,CR-V,2008,2.4,Petrol,Manual,139584,4,2,8245
Kia,Rio,2006,1.4,Petrol,Semi-Automatic,139584,5,3,2745
Toyota,Camry,2001,1.4,Electric,Semi-Automatic,139584,3,5,4911
Mercedes,C-Class,2009,2.5,Electric,Manual,139584,3,3,5866
Volkswagen,Golf,2011,1.1,Hybrid,Semi-Automatic,139584,3,1,4904
BMW,5 Series,2022,1.2,Hybrid,Manual,139584,5,5,9976
Kia,Rio,2021,2.5,Hybrid,Semi-Automatic,139584,5,5,11251
Toyota,Camry,2001,1.4,Hybrid,Semi-Automatic,139584,2,2,4614
Volkswagen,Passat,2022,3.4,Electric,Automatic,139584,4,3,12445
Volkswagen,Passat,2005,3.1,Petrol,Semi-Automatic,139584,4,1,6088
Ford,Explorer,2012,2.7,Diesel,Manual,139584,3,5,9568
Volkswagen,Tiguan,2012,2.9,Hybrid,Semi-Automatic,139584,3,3,6286
Chevrolet,Malibu,2007,2.5,Petrol,Automatic,139584,4,5,4303
Audi,A3,2013,2.8,Petrol,Automatic,139584,4,5,7766
Chevrolet,Equinox,2019,3.2,Diesel,Semi-Automatic,139584,2,5,8547
Ford,Fiesta,2019,1.2,Hybrid,Manual,139584,2,2,7188
Ford,Fiesta,2020,3.3,Hybrid,Automatic,139584,5,5,11170
Ford,Focus,2006,3.2,Petrol,Semi-Automatic,139584,2,1,3635
Hyundai,Elantra,2007,1.7,Diesel,Manual,139584,5,1,6657
Ford,Explorer,2011,4.4,Hybrid,Manual,139584,3,1,12101
Toyota,RAV4,2002,2.8,Hybrid,Manual,139584,4,3,7259
Chevrolet,Impala,2002,3.4,Diesel,Manual,139584,4,3,5817
Toyota,Corolla,2006,2,Hybrid,Manual,139584,3,3,8248
Chevrolet,Malibu,2000,1.4,Hybrid,Automatic,139584,4,1,4737
Hyundai,Tucson,2018,1.6,Diesel,Manual,139584,3,1,9325
Hyundai,Sonata,2016,1.7,Diesel,Manual,139584,2,5,7688
Hyundai,Tucson,2023,2.9,Hybrid,Automatic,139584,5,2,13353
Volkswagen,Passat,2009,1.2,Hybrid,Semi-Automatic,139584,3,1,6328
Chevrolet,Impala,2021,2,Diesel,Manual,139584,2,4,11739
Kia,Sportage,2014,4.7,Electric,Manual,139584,3,2,12072
Mercedes,C-Class,2002,4.1,Electric,Manual,139584,4,5,9234
Kia,Rio,2020,4.7,Diesel,Semi-Automatic,139584,4,1,12072
Ford,Explorer,2006,4.9,Diesel,Manual,139584,4,5,5670
Audi,A4,2016,3.7,Petrol,Semi-Automatic,139584,3,4,11880
Ford,Focus,2012,3.4,Petrol,Manual,139584,5,2,9216
Honda,Civic,2011,3.3,Hybrid,Manual,139584,2,3,6506
Audi,Q5,2003,3.5,Hybrid,Manual,139584,2,4,9307
Volkswagen,Tiguan,2001,3.3,Diesel,Semi-Automatic,139584,3,4,5904
Kia,Rio,2009,3.3,Hybrid,Semi-Automatic,139584,5,2,6364
Mercedes,C-Class,2000,2.9,Hybrid,Automatic,139584,3,2,9188
Mercedes,E-Class,2014,2.9,Petrol,Semi-Automatic,139584,5,3,9504
Ford,Explorer,2020,4.5,Hybrid,Automatic,139584,4,4,13524
Hyundai,Tucson,2019,1.6,Diesel,Automatic,139584,2,5,10214
Kia,Optima,2021,4.9,Hybrid,Manual,139584,5,2,16142
Volkswagen,Passat,2015,1.7,Diesel,Manual,139584,4,2,10078
Mercedes,C-Class,2008,4.6,Diesel,Semi-Automatic,139584,3,5,8410
Mercedes,E-Class,2013,1.6,Petrol,Manual,139584,2,1,8418
Mercedes,C-Class,2012,2,Diesel,Manual,139584,3,5,6038
Honda,Accord,2013,4.3,Hybrid,Automatic,139584,2,3,8828
Audi,Q5,2019,4.6,Electric,Semi-Automatic,139584,5,3,11343
Chevrolet,Equinox,2021,4.8,Diesel,Automatic,139584,3,4,14905
Chevrolet,Equinox,2007,4.6,Petrol,Automatic,139584,3,1,7012
Ford,Explorer,2020,4.7,Hybrid,Automatic,139584,4,5,16202
Chevrolet,Malibu,2019,3.3,Electric,Semi-Automatic,139584,3,2,9182
Chevrolet,Malibu,2006,3.4,Hybrid,Manual,139584,2,3,10198
Honda,Accord,2005,4.9,Diesel,Semi-Automatic,139584,5,1,9412
Audi,A3,2014,2.5,Diesel,Semi-Automatic,139584,3,2,7363
Volkswagen,Golf,2019,3.7,Petrol,Manual,139584,3,1,10313
Kia,Optima,2020,4.3,Electric,Automatic,139584,3,5,12419
Honda,CR-V,2015,2.6,Petrol,Manual,139584,4,5,6878
Mercedes,C-Class,2023,2.3,Diesel,Automatic,139584,3,5,10984
Audi,A4,2023,4,Diesel,Automatic,139584,5,3,11313
Toyota,RAV4,2019,4.5,Electric,Semi-Automatic,139584,5,1,12276
Chevrolet,Impala,2007,3.6,Hybrid,Manual,139584,3,1,10593
BMW,3 Series,2007,2.2,Petrol,Automatic,139584,3,5,8339
Mercedes,C-Class,2023,1.9,Petrol,Manual,139584,4,5,11020
Volkswagen,Golf,2008,1.6,Diesel,Automatic,139584,2,4,9032
Audi,A4,2017,4.8,Petrol,Automatic,139584,5,5,14555
Hyundai,Sonata,2008,4.3,Hybrid,Automatic,139584,5,3,7505
